car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,selling_price
46,6,78286,1,2,0,650000
63,8,102007,1,1,1,1350000
8,3,16443,1,0,0,770000
18,2,10000,0,0,1,1150000
4,8,39757,1,0,0,298000
32,3,61000,1,1,0,1025000
24,7,85000,1,1,0,850000
15,6,50000,0,0,0,460000
51,8,39600,1,0,0,300000
23,11,60000,0,0,0,160000
4,6,52606,1,0,0,370000
44,9,68370,1,1,1,1345000
18,6,70000,0,1,0,655000
41,5,30000,0,1,0,475000
1,6,80000,0,1,0,415000
31,10,73320,1,1,0,275000
13,15,146000,1,1,0,350000
46,5,80000,0,1,0,800000
7,9,70000,1,1,0,411000
11,7,73000,0,1,0,545000
2,5,50000,0,1,0,600000
0,14,17000,1,0,0,145000
8,10,50000,0,1,0,325000
7,7,77000,1,1,0,525000
5,8,13450,1,0,0,290000
71,2,23000,0,1,0,1000000
16,7,95000,1,1,0,525000
2,8,55713,1,0,0,350000
0,10,49100,1,0,0,155000
80,5,56000,1,1,1,5385000
1,4,18500,1,0,1,635000
32,5,51000,1,1,0,825000
15,2,20000,1,1,1,855000
42,5,48000,1,1,0,550000
64,7,71000,1,1,1,550000
51,2,34197,1,0,0,465000
2,5,27000,1,0,0,580000
13,5,72000,1,1,0,1765000
2,5,50000,1,0,0,550000
66,8,49944,1,0,0,470000
15,6,12000,0,0,0,650000
37,5,30000,0,0,0,300000
14,5,60000,0,0,1,600000
46,4,35000,0,1,0,950000
5,6,12450,1,0,0,395000
1,4,7500,1,0,0,495000
4,5,15680,1,0,1,451000
3,3,15000,0,0,0,900000
15,8,208000,0,1,0,360000
1,4,15000,1,0,1,550000
8,8,58000,1,1,0,515000
15,7,70310,1,1,0,575000
51,6,61000,1,2,0,390000
34,4,44000,1,1,0,675000
53,14,92000,1,1,1,525000
32,3,17000,1,1,0,895000
4,10,29000,1,0,0,260000
89,10,70000,1,0,1,2275000
13,7,69000,1,1,0,1099000
4,5,36100,1,2,0,414000
15,4,50000,1,1,0,730000
31,11,114231,1,0,0,249000
11,4,44046,1,1,0,800000
46,7,72264,1,2,0,600000
21,4,15000,1,0,0,330000
8,9,72000,1,1,1,521000
32,3,36000,1,1,0,800000
38,10,67512,1,1,1,1250000
64,4,19000,1,0,0,725000
92,5,35000,1,1,1,3400000
0,7,28000,1,2,0,281000
34,3,17000,1,0,0,635000
53,7,54000,1,1,1,1475000
48,8,60000,0,1,0,500000
42,4,20000,1,0,1,695000
18,10,60000,1,0,0,365000
21,3,50000,0,0,0,350000
7,4,64874,1,1,0,635000
46,5,19000,0,0,0,750000
21,3,45000,0,0,0,350000
18,7,70000,0,1,0,600000
2,5,64000,1,1,0,695000
34,8,55322,1,0,0,421000
15,3,19000,1,0,0,741000
64,6,47000,1,0,0,485000
18,14,77433,1,0,0,220000
2,3,16285,1,0,0,675000
47,9,110000,0,1,0,290000
3,7,72569,1,1,0,580000
46,7,55000,1,1,0,500000
11,3,35000,0,0,0,800000
21,4,20000,1,0,0,375000
2,4,43000,1,0,0,600000
20,11,85000,1,1,0,1000000
7,5,40000,0,1,0,500000
16,10,70000,1,1,0,349000
37,4,40000,0,0,0,421000
0,6,30000,0,0,0,350000
66,6,68000,1,1,1,1275000
22,6,47745,1,1,0,450000
51,4,76000,1,2,0,395000
43,6,38000,1,1,1,2250000
5,10,76000,0,0,0,270000
33,3,36313,1,0,0,441000
15,9,56200,1,1,0,485000
15,7,89000,1,1,0,565000
7,15,127000,1,0,0,145000
46,4,49000,1,1,0,925000
4,7,35000,0,0,0,370000
7,6,50000,0,0,0,425000
15,3,40000,1,1,1,825000
0,7,48828,1,0,0,275000
7,7,87600,1,1,0,465000
43,9,76728,1,1,1,1050000
31,11,35000,0,0,0,275000
8,9,100000,0,1,0,485000
21,2,27000,0,0,1,460000
37,6,20000,0,0,0,250000
4,7,56795,1,2,0,340000
19,1,10000,0,1,0,600000
32,4,62428,1,1,0,900000
28,13,71000,1,1,0,390000
18,7,45000,1,1,0,675000
24,9,82000,1,1,0,690000
33,4,32000,1,0,0,465000
2,4,40000,0,0,0,630000
0,13,60000,0,0,0,150000
7,6,18914,1,0,0,500000
34,8,49000,1,1,0,380000
22,3,41000,1,0,1,575000
64,5,74601,1,1,0,611000
22,6,148000,0,1,0,501000
8,5,61000,1,1,1,760000
15,11,50000,0,1,0,300000
21,6,60000,1,0,0,315000
47,7,80000,0,1,0,600000
57,6,25000,1,1,1,2790000
36,5,36836,1,0,1,460000
8,5,7000,1,0,0,665000
56,8,30000,1,1,1,4100000
5,10,60000,0,0,0,200000
7,3,35000,1,1,1,770000
0,10,20000,0,0,0,170000
0,9,33700,1,0,0,200000
2,12,96000,1,0,0,275000
14,3,4933,1,0,0,710000
44,9,52000,1,1,1,1500000
77,6,83000,1,1,1,841000
80,6,60000,1,1,1,3900000
41,5,87000,1,1,0,450000
2,8,75518,1,0,0,390000
14,4,13355,1,0,0,565000
11,6,49000,1,0,0,575000
42,4,26000,0,0,0,700000
3,2,10000,0,0,1,950000
4,3,27000,0,0,1,550000
26,4,30000,0,0,0,415000
64,6,55300,1,1,1,650000
46,4,23000,1,1,0,899000
4,4,25000,1,0,1,425000
14,5,15068,1,0,0,560000
5,9,69000,1,3,0,295000
8,8,97000,1,0,0,510000
34,8,44900,1,0,1,495000
5,8,40000,0,0,0,295000
23,3,4075,1,0,1,550000
102,2,10000,0,1,1,6300000
94,4,45212,1,1,0,1598000
26,3,10415,1,0,0,491000
4,7,69000,1,2,0,349000
1,5,28854,1,0,0,535000
15,4,25000,0,1,0,754000
43,4,30000,0,0,1,4000000
43,8,54000,1,1,1,1245000
4,12,27000,1,0,0,185000
46,3,74000,0,1,0,964000
2,8,76000,1,1,0,375000
0,3,23493,1,0,0,319000
16,5,37900,1,0,1,749000
16,9,47123,1,0,0,311000
21,4,29000,1,0,1,400000
42,4,14000,1,0,1,680000
24,4,35000,1,1,0,1395000
2,11,69000,1,0,0,245000
28,12,80000,1,1,0,400000
28,9,65253,1,1,0,448000
64,5,78010,1,1,1,660000
1,4,17500,0,0,0,500000
21,5,21000,1,0,0,300000
4,6,28000,1,0,0,390000
8,8,70000,1,1,1,480000
27,3,3200,1,0,1,346000
36,7,56000,1,2,0,340000
46,6,56400,0,2,0,678000
22,6,190000,0,1,0,295000
47,4,100000,0,1,0,900000
18,6,24000,1,0,1,825000
46,5,76000,1,1,0,825000
19,4,70000,0,1,0,700000
2,6,112300,0,0,0,535000
64,7,66000,1,1,1,580000
1,8,61000,1,1,0,425000
28,15,120000,0,1,0,300000
36,3,28314,1,0,0,490000
2,11,23000,1,0,0,275000
6,1,4000,1,0,1,1185000
24,5,42485,1,1,0,1350000
34,6,87000,1,0,1,600000
1,6,15000,1,0,1,525000
33,3,2500,1,0,1,495000
0,3,29000,1,2,0,345000
2,6,54625,2,0,0,595000
8,2,8000,1,0,1,1250000
0,19,120000,0,0,0,50000
80,4,21119,1,1,1,7500000
13,2,35000,1,1,0,2000000
46,3,32000,1,0,0,810000
57,10,45000,0,1,1,2800000
58,5,46000,1,1,1,3850000
7,9,73000,1,1,0,385000
14,4,23000,1,0,0,600000
15,8,120000,0,1,0,475000
8,8,30588,1,0,0,490000
2,3,14577,1,0,0,625000
7,6,55000,1,0,0,530000
105,2,3800,1,0,1,39500000
11,3,33000,1,1,0,1000000
31,8,55000,0,1,0,250000
18,5,90000,1,0,1,725000
0,3,6800,1,0,0,375000
24,8,68192,1,1,0,699000
13,11,105000,1,0,0,675000
16,7,52455,1,1,0,565000
2,7,66266,1,1,0,545000
46,6,100000,1,2,0,650000
46,5,41974,1,1,0,811000
62,7,110000,1,1,1,4500000
46,5,84000,1,1,0,825000
15,9,106000,0,1,0,370000
51,2,25000,0,0,0,411000
18,7,63762,1,1,0,650000
35,2,11800,1,1,1,1810000
44,9,76000,1,1,1,1375000
2,9,56328,1,1,0,370000
33,2,19247,1,0,1,550000
24,6,42000,1,1,0,950000
13,4,67000,1,1,0,1550000
5,5,67817,1,0,0,465000
11,6,40000,1,0,0,715000
0,4,3600,0,0,0,318000
22,6,73000,1,0,0,450000
20,8,75000,1,1,1,1525000
4,12,52755,0,3,0,233000
49,4,186000,0,1,0,1220000
32,5,90000,0,1,0,750000
26,4,30000,0,0,0,500000
58,9,95000,1,1,1,2150000
5,10,73000,1,0,0,375000
1,5,40000,0,0,0,485000
37,4,58000,0,0,0,360000
11,5,71000,1,0,0,600000
3,5,71500,1,1,0,690000
15,8,71200,1,1,0,465000
11,5,41000,1,1,0,750000
8,8,65512,1,1,0,585000
3,6,37000,1,0,1,665000
91,2,20000,0,1,0,1750000
28,6,51000,1,1,0,760000
23,10,50000,0,0,0,250000
1,3,11510,1,1,0,550000
28,7,100000,0,1,0,800000
25,4,50000,1,1,0,490000
7,7,117962,0,1,0,480000
11,5,115000,1,1,0,655000
17,4,50000,0,1,0,1100000
14,3,1300,1,0,1,890000
57,6,29000,1,1,1,3200000
5,10,94000,1,0,1,355000
15,9,43500,0,1,0,420000
4,7,20903,1,2,0,410000
51,7,30000,0,0,0,250000
33,4,80000,0,0,0,420000
8,7,103247,1,1,0,740000
18,13,100000,0,0,0,225000
53,12,107591,1,1,1,1200000
17,1,15000,0,1,0,1350000
15,4,9691,1,1,0,822000
21,5,87000,1,0,0,325000
21,5,37000,0,0,0,350000
7,10,46700,1,1,0,270000
106,3,47000,1,1,1,6600000
89,9,50000,0,1,1,3000000
18,6,120000,0,1,0,600000
5,10,45000,1,0,1,385000
22,3,69000,1,1,1,860000
22,2,30000,0,1,0,700000
2,2,40000,0,0,0,750000
47,13,60000,0,1,0,190000
7,5,49000,1,0,0,490000
0,9,70000,0,0,0,200000
9,6,70000,1,1,0,775000
33,2,18900,1,0,1,550000
5,9,15000,0,0,0,400000
46,6,133000,0,1,0,650000
32,4,34000,1,1,0,950000
8,4,30700,1,1,0,925000
35,2,5000,0,1,0,1549000
15,3,21500,0,0,0,650000
0,9,55294,0,0,0,251000
15,3,10000,0,1,0,800000
7,8,20000,0,0,0,350000
13,6,78000,1,1,0,1030000
4,12,77000,0,0,0,150000
46,7,72859,1,1,0,600000
3,7,77984,1,1,0,565000
12,7,70000,0,1,1,1350000
64,9,163971,1,1,0,450000
1,7,43000,1,0,0,380000
54,9,129000,1,1,1,1950000
19,9,75000,1,1,0,435000
48,2,16000,1,1,0,970000
31,7,60000,1,1,0,250000
34,2,37326,1,0,0,550000
0,7,48255,1,0,0,250000
14,5,45215,1,0,1,698000
21,4,33000,1,0,1,395000
28,10,156000,1,1,0,565000
8,4,20000,0,0,0,775000
15,2,57000,0,1,0,750000
19,11,350000,0,1,0,325000
18,1,2000,1,0,0,1000000
17,2,31700,0,1,0,1350000
18,4,59000,1,0,1,900000
61,4,51000,0,1,0,1250000
15,6,77500,0,1,0,480000
7,2,8000,0,0,0,539000
30,4,24000,1,1,0,690000
3,3,18890,1,1,0,1025000
1,3,5000,0,0,0,525000
5,9,41000,1,0,1,385000
4,7,40330,0,0,0,290000
63,2,40000,1,1,1,3450000
64,5,98000,1,1,0,635000
92,7,66000,1,1,1,2675000
67,3,50000,0,1,0,950000
36,3,36000,1,0,1,545000
31,7,77000,1,1,0,325000
4,5,58802,1,0,0,425000
3,3,38959,1,1,0,825000
0,3,37000,1,0,0,349000
16,6,56000,1,0,1,750000
15,8,91000,1,1,0,580000
20,11,110000,1,1,0,1250000
34,4,100000,0,1,0,615000
5,9,68000,1,0,1,370000
4,14,78000,1,0,0,160000
0,2,20000,0,0,0,370000
52,10,85000,0,1,1,1550000
77,8,60000,1,1,1,750000
2,5,30000,0,0,0,600000
17,4,34800,1,0,0,1150000
66,4,30000,1,0,1,1950000
18,8,38000,1,0,0,575000
20,6,124000,1,1,0,1700000
31,9,70000,0,1,0,195000
5,5,50979,1,0,0,445000
46,5,65000,1,1,0,700000
15,6,45782,1,1,0,410000
13,13,270000,0,1,0,500000
14,4,26917,1,0,0,645000
0,11,35000,0,0,0,115000
43,8,90000,1,1,1,1375000
66,11,154667,1,1,1,575000
0,8,15000,0,0,0,262000
42,4,70000,1,1,0,625000
32,4,83000,1,1,0,785000
15,6,61000,0,1,0,510000
4,13,64521,1,0,0,205000
32,3,11000,0,1,0,900000
8,8,70000,0,1,0,550000
35,2,6000,0,0,0,1635000
40,3,25000,0,1,1,3000000
13,5,139000,0,1,0,1150000
4,10,69001,1,0,0,290000
7,3,20000,0,0,0,610000
32,4,56000,1,1,0,814000
7,9,60000,1,1,0,390000
8,9,67000,1,1,1,650000
89,10,82000,1,1,1,2450000
24,8,70000,0,1,0,600000
1,5,91288,1,1,0,583000
12,9,112000,1,1,1,1450000
30,5,75000,0,0,0,395000
28,6,67000,1,1,0,925000
2,3,5000,0,0,0,750000
18,17,79000,1,0,1,145000
18,8,31000,1,0,0,560000
9,5,44213,1,1,0,745000
14,3,30000,0,0,1,700000
22,2,8000,1,1,0,875000
43,5,76000,1,1,1,2700000
11,5,68429,1,1,0,797000
1,5,46861,1,0,1,571000
22,5,59000,1,1,0,565000
42,5,33980,1,0,0,630000
7,2,25500,0,0,0,600000
0,11,51479,1,0,0,195000
14,5,30000,0,0,1,620000
67,3,87000,1,1,0,735000
7,4,40000,0,1,0,650000
21,3,30000,0,0,0,320000
18,3,29000,1,1,0,1100000
37,2,10000,0,0,0,444000
1,6,69300,1,0,1,475000
13,11,142800,1,1,0,790000
1,4,37850,1,0,0,568000
0,5,52361,1,0,0,350000
28,3,70000,0,1,0,1500000
71,3,19790,1,0,0,770000
24,6,68200,1,1,0,1250000
13,8,140000,0,1,0,850000
7,9,79000,1,1,0,425000
14,3,43875,1,0,1,580000
15,3,100000,0,1,0,791000
64,6,69000,1,1,0,555000
11,6,30000,1,0,0,750000
95,7,34000,1,0,1,3600000
21,5,25000,0,0,0,250000
15,6,68000,1,1,0,495000
43,5,13500,1,1,1,2275000
0,15,120000,0,0,0,150000
24,5,110000,0,1,1,1025000
22,3,40079,1,0,0,780000
27,4,35000,0,0,0,230000
16,6,63096,1,1,0,690000
11,3,14774,2,0,0,840000
49,4,74000,1,1,0,1050000
7,11,110000,0,1,0,300000
21,5,30000,1,0,0,345000
5,9,70000,0,0,0,225000
38,6,120000,0,1,1,2200000
36,3,17000,0,0,1,500000
7,8,50000,0,1,0,420000
7,6,70695,1,1,0,525000
17,3,30000,0,0,0,1100000
18,4,10000,1,0,1,1225000
31,7,30000,0,0,0,295000
0,12,70000,0,0,0,165000
7,8,50000,0,0,0,300000
15,7,101374,1,1,0,530000
1,2,25000,0,0,0,550000
3,6,69000,1,1,0,615000
57,10,70000,1,1,1,1550000
18,6,128000,1,1,0,600000
18,5,95066,1,0,0,580000
6,2,15000,0,0,0,958000
7,8,71233,1,1,0,440000
18,4,29000,1,0,0,1025000
51,3,33000,1,0,0,350000
5,6,63168,1,0,0,385000
49,4,10000,0,1,0,1150000
2,3,25645,1,1,0,780000
5,11,90000,1,0,0,275000
2,11,97845,1,1,0,320000
28,3,47000,1,1,0,1550000
15,8,85000,1,0,0,475000
19,9,75000,1,1,0,435000
18,10,79418,1,0,0,440000
3,8,92000,1,1,0,430000
0,5,32903,1,0,0,347000
2,5,88098,1,1,0,660000
7,7,81000,1,1,0,475000
14,5,98000,1,0,1,575000
0,9,42000,1,0,0,211000
15,8,55002,1,1,0,550000
17,5,88000,1,1,1,1249000
7,5,100000,0,1,0,535000
12,13,99000,1,1,1,995000
7,7,50000,1,0,0,500000
6,2,15000,1,1,0,1175000
106,3,48000,1,1,1,6600000
8,13,90000,0,1,0,190000
37,6,30000,0,0,0,200000
0,8,40580,1,0,0,224000
34,7,79000,1,1,0,440000
8,8,70000,0,0,0,430000
65,2,13133,1,1,0,880000
32,5,51577,1,1,0,768000
0,11,80000,0,0,0,164000
28,7,136542,1,1,0,725000
46,8,138000,1,1,0,690000
23,14,60000,0,0,0,155000
3,5,56393,1,1,0,700000
53,8,140000,1,1,1,1500000
2,8,131000,0,1,0,430000
33,3,70000,0,1,0,410000
32,3,13666,1,1,1,939000
2,5,62000,1,1,0,580000
21,5,34000,1,0,0,385000
43,5,96500,1,1,1,2500000
1,3,10000,0,0,0,515000
9,8,49400,1,1,0,570000
28,13,198000,0,1,0,350000
47,3,65000,1,1,0,950000
71,3,60000,1,1,0,800000
31,10,75000,1,1,0,325000
58,11,95000,1,1,1,1899000
15,10,120000,0,1,0,350000
0,3,30000,0,0,0,380000
17,4,60000,0,1,0,880000
22,7,67000,1,1,0,475000
13,5,70000,0,1,1,1800000
57,4,34600,1,1,1,3500000
0,8,66516,1,0,0,220000
11,4,44000,1,0,1,780000
47,9,100000,0,1,0,400000
4,9,109000,0,3,0,260000
19,9,150000,0,1,0,500000
16,8,49361,1,0,0,500000
2,7,44000,0,0,0,550000
1,5,70000,0,1,0,425000
46,5,27000,1,0,0,695000
9,8,70209,1,1,0,560000
14,4,25000,0,0,1,599000
18,5,70000,0,0,0,715000
15,3,42048,2,1,0,747000
6,2,10000,0,0,1,1000000
4,4,60000,0,0,0,380000
14,3,28563,1,0,0,550000
4,9,66000,1,0,0,291000
0,3,35000,0,0,0,350000
0,2,1200,0,0,0,350000
8,8,70000,0,1,0,700000
28,11,44000,0,1,0,440000
2,4,50000,0,0,0,680000
17,5,120000,0,1,0,960000
17,4,34000,1,0,0,1149000
1,6,70000,0,1,0,380000
4,5,50000,1,0,1,495000
24,6,55424,1,1,0,850000
21,3,5694,1,0,0,380000
31,5,50000,0,1,0,525000
15,3,18677,1,0,0,657000
21,3,9200,1,0,0,450000
7,3,36000,1,1,0,625000
11,2,10000,0,0,0,995000
15,3,50000,0,1,0,690000
16,10,50000,0,1,0,400000
15,6,10000,0,0,0,585000
22,8,92000,1,1,0,425000
31,11,54523,1,1,0,280000
31,5,25780,1,0,0,525000
20,11,131000,1,1,0,1185000
15,6,30000,0,0,0,450000
11,3,65120,1,0,0,850000
7,3,50000,0,1,1,550000
17,4,66000,1,0,0,1149000
1,2,7000,1,0,0,565000
47,14,74555,1,1,0,105000
0,3,25000,0,0,1,410000
2,8,90000,0,1,0,415000
11,4,60000,0,1,0,600000
15,13,79000,1,1,0,295000
0,9,67000,1,0,0,235000
2,5,51000,1,0,0,621000
19,7,89000,1,1,0,625000
0,12,26097,1,0,0,175000
34,6,61000,1,1,0,625000
1,7,44904,1,0,0,400000
7,10,133592,1,1,0,360000
54,9,130000,1,1,1,1950000
13,13,119440,1,1,0,400000
94,3,4000,1,1,0,1750000
30,4,54000,1,1,0,675000
81,1,1000,0,0,0,490000
11,3,30000,1,1,0,1095000
2,6,72000,1,1,0,600000
0,14,86156,1,0,0,185000
42,5,65000,1,1,0,590000
16,10,56238,1,1,0,415000
32,2,66622,1,1,0,910000
7,7,100000,0,1,0,400000
13,11,80000,0,1,0,518000
7,4,70000,1,1,0,630000
0,9,60000,0,0,0,185000
0,3,15453,2,0,0,327000
0,6,70000,0,0,0,265000
73,1,5600,0,0,0,800000
1,6,142996,1,1,0,420000
48,5,62000,1,1,0,799000
34,4,50000,0,1,0,790000
49,3,25000,0,1,0,800000
49,2,34293,1,1,0,1380000
3,3,50000,0,1,0,980000
81,2,5000,0,0,0,420000
4,7,76470,1,0,0,310000
4,10,78010,1,0,0,309000
29,2,33000,1,1,0,1335000
15,7,101931,1,1,0,530000
7,3,110000,0,1,0,600000
7,5,82000,1,1,0,575000
2,6,90000,1,1,0,540000
0,6,35236,1,0,0,300000
8,3,75000,1,1,0,900000
0,6,25000,0,0,0,350000
24,6,63516,1,1,0,850000
11,3,14000,1,0,0,840000
4,2,11400,1,0,0,490000
36,7,39000,1,0,1,465000
3,3,60000,0,1,0,850000
5,12,80000,0,0,0,145000
43,6,40000,1,1,1,3000000
18,7,98000,0,1,0,580000
1,4,25000,0,0,0,600000
14,4,75000,1,1,0,645000
7,5,46852,1,1,0,620000
18,13,70000,1,0,0,235000
72,1,14000,1,0,0,1150000
48,4,30000,0,1,0,850000
36,6,50000,0,1,0,290000
7,11,100000,0,1,0,250000
4,5,40000,0,0,0,325000
11,5,99000,0,1,0,651000
37,4,35000,0,0,0,350000
34,8,60000,0,1,0,400000
18,12,80000,0,0,0,320000
24,6,87000,1,1,0,1350000
7,6,43000,1,0,0,540000
14,4,35000,1,0,1,670000
18,12,68759,1,0,0,350000
34,6,87566,1,0,0,441000
30,4,20000,0,0,0,590000
64,5,31800,1,0,1,685000
17,2,5000,0,0,1,1350000
4,4,41000,1,0,1,435000
14,3,60000,1,1,0,850000
21,1,4000,0,0,0,429000
3,6,69000,1,1,0,599000
13,5,120000,0,1,1,1500000
11,3,29349,1,0,0,990000
44,3,17000,1,0,1,3400000
20,9,74896,1,1,0,1400000
43,11,51000,1,1,1,925000
39,14,87000,1,0,0,475000
7,8,77831,1,1,0,450000
36,2,58000,1,0,0,495000
15,4,120000,0,1,0,560000
13,9,63000,1,1,0,1035000
11,4,32000,1,0,0,795000
1,6,45000,1,0,0,405000
22,7,20000,0,0,0,550000
13,3,65750,1,1,0,1925000
33,3,60000,0,1,0,425000
13,5,44236,1,1,0,1611000
0,3,80000,1,0,0,290000
50,7,40000,1,1,1,6300000
4,6,60000,0,0,0,375000
47,6,147000,0,1,0,800000
21,4,40000,1,0,0,350000
51,11,97438,1,2,0,260000
27,3,30000,0,0,0,255000
56,3,12000,1,1,1,6400000
21,6,30000,0,0,0,310000
79,3,20000,1,1,1,5100000
15,5,90000,0,1,0,552000
1,5,37400,0,1,0,520000
17,5,39000,1,0,0,920000
2,2,10000,0,0,1,750000
2,7,58000,1,0,0,590000
0,9,60000,0,0,0,254000
11,5,50000,0,1,0,650000
31,7,60000,0,1,0,360000
21,6,68000,1,0,0,325000
2,4,89823,2,1,0,690000
15,6,43000,1,0,0,625000
4,8,37000,1,0,0,390000
15,5,20000,0,0,0,525000
5,10,82000,1,0,1,285000
5,9,63000,1,0,0,355000
15,7,110000,0,1,0,390000
7,8,50000,0,0,0,370000
7,11,85520,1,0,0,280000
8,2,10000,0,0,0,1170000
28,8,209000,0,1,0,700000
24,8,182340,1,1,0,825000
3,6,60172,1,0,1,800000
8,8,66000,0,1,0,500000
2,2,47527,1,1,0,900000
1,6,64000,1,0,0,390000
23,8,28054,0,0,0,398000
28,14,75823,1,1,0,310000
24,5,56500,1,1,1,1275000
20,3,70000,0,1,0,2700000
24,3,40328,1,1,0,1550000
8,9,91462,1,1,1,580000
15,3,32000,0,1,0,750000
3,8,81000,1,1,0,575000
17,2,10000,1,1,1,1550000
5,9,54943,1,0,0,280000
4,12,64000,0,3,0,160000
47,9,80000,0,1,0,285000
0,4,25884,1,0,0,385000
31,8,76000,1,1,0,395000
38,10,136000,1,1,1,1699000
14,2,14000,1,0,0,640000
19,7,120000,1,1,0,625000
18,4,71000,1,0,0,850000
13,5,68194,1,1,1,1950000
67,3,80000,1,1,0,889000
5,11,52221,1,0,0,320000
92,9,80000,1,1,1,1850000
65,3,25000,0,1,0,771000
34,5,98000,1,1,0,599000
2,3,26000,1,0,0,675000
58,6,70000,1,1,1,3500000
19,6,120000,0,1,0,400000
1,4,46139,1,1,0,375000
57,6,60000,0,1,1,2400000
2,2,12000,0,0,0,735000
19,6,61440,1,1,0,650000
31,5,61706,1,1,0,595000
33,2,6500,0,0,0,500000
24,8,72423,1,1,0,760000
8,8,90000,0,1,0,520000
2,3,60000,0,1,0,725000
14,6,43642,1,0,0,629000
0,7,56000,1,0,0,265000
13,6,82000,1,1,0,1299000
0,7,60000,0,0,0,315000
18,4,91000,1,1,0,850000
62,9,87000,1,1,1,4200000
24,9,100000,0,1,0,800000
15,3,12500,0,0,0,650000
22,7,78000,1,1,0,485000
34,9,60000,0,1,0,300000
32,4,30000,0,1,0,950000
13,6,78000,1,1,0,1375000
17,5,85204,1,1,0,1025000
7,4,100000,0,1,0,620000
45,4,95000,0,1,0,600000
14,5,48000,0,0,1,625000
31,9,90000,0,1,0,220000
8,4,40500,1,1,0,845000
7,3,40000,0,0,0,550000
17,3,19000,0,1,0,1310000
1,7,33700,1,1,0,450000
28,9,89000,1,1,0,695000
19,8,108875,1,1,0,450000
1,2,35166,1,0,0,669000
94,2,13500,0,1,0,1750000
45,3,30000,0,1,0,700000
28,5,65273,2,1,0,1240000
11,3,36000,1,0,0,775000
15,6,70000,0,1,0,550000
7,3,7000,1,0,0,610000
4,6,70000,1,0,0,340000
11,5,67248,1,0,0,495000
34,3,58000,1,0,0,690000
13,4,120000,0,1,0,1560000
46,4,51000,1,1,0,835000
31,8,59000,1,1,0,410000
19,6,120000,0,1,0,600000
22,6,48000,1,1,0,545000
0,16,90000,0,0,0,90000
4,12,100000,0,3,0,150000
15,6,123273,1,1,0,410000
17,4,32500,1,0,0,1100000
0,15,103000,1,0,0,150000
19,7,78000,1,1,0,550000
21,4,50000,0,0,0,310000
0,10,62900,1,0,0,235000
32,2,19000,1,1,1,1035000
43,11,141000,1,1,1,999000
9,6,70000,0,1,0,690000
4,4,19000,1,0,1,485000
17,3,25000,0,1,0,999000
4,7,27894,1,0,0,375000
8,8,50000,0,1,0,620000
3,3,74000,0,1,0,740000
22,2,4387,1,0,0,685000
46,6,44000,1,1,0,770000
17,4,116589,1,1,0,1100000
15,3,35000,0,0,0,630000
18,5,70900,1,0,0,625000
32,5,54566,1,1,0,789000
22,8,76000,1,1,0,350000
19,6,89635,1,1,0,410000
8,8,87000,1,1,1,595000
13,7,150000,0,1,0,900000
17,4,55321,1,1,0,1275000
43,9,158000,1,1,1,1250000
0,10,72715,1,0,0,210000
15,6,58000,1,1,0,550000
2,3,22218,1,0,0,715000
14,1,1001,1,0,1,850000
11,6,55000,1,1,0,625000
33,5,50500,0,1,0,380000
15,3,61000,1,1,1,745000
17,3,30000,0,1,0,920000
5,11,76602,1,0,0,320000
0,4,70000,0,0,0,270000
65,2,25000,0,1,0,790000
15,4,77000,1,1,0,700000
7,3,77600,1,1,1,695000
0,8,45000,1,0,0,285000
3,8,233000,1,1,0,460000
7,4,85000,1,1,0,615000
34,6,48900,1,0,0,514000
28,10,60000,0,1,0,400000
24,6,58230,1,1,0,800000
15,11,80000,0,1,0,375000
14,3,20332,1,0,1,660000
19,4,73435,1,1,0,675000
3,3,22128,1,1,0,1135000
0,2,21900,1,0,0,360000
16,8,80000,0,1,0,525000
18,13,78000,0,0,0,350000
36,2,25000,0,0,1,530000
32,3,12000,1,1,0,925000
0,14,100000,0,0,0,145000
5,12,18000,1,0,0,330000
52,6,100000,1,1,1,2275000
18,6,30000,1,1,0,500000
22,2,10000,0,1,1,795000
15,7,91000,1,1,0,550000
17,3,90000,0,1,0,950000
7,6,92000,1,1,0,480000
17,5,37000,1,0,1,1095000
18,6,58972,1,1,0,690000
32,4,53892,1,1,0,780000
14,4,20000,1,0,0,770000
14,2,69000,1,1,0,790000
16,8,66000,1,1,0,490000
94,3,50000,0,1,0,1500000
2,5,54000,1,1,0,660000
0,7,35000,0,0,0,213000
15,7,112000,1,1,0,550000
0,5,40000,0,0,0,300000
15,3,90000,0,1,0,700000
15,3,37000,1,1,0,811000
17,3,25000,0,1,0,1500000
17,4,53000,0,1,0,1100000
9,5,73000,1,1,1,895000
11,5,115852,1,1,0,655000
14,2,13500,0,0,0,578000
47,12,110000,0,1,0,300000
21,5,45500,1,0,0,325000
16,5,55000,0,1,1,950000
3,4,45000,0,1,0,900000
36,4,9400,1,0,1,470000
67,3,35000,0,1,0,775000
0,3,18404,1,0,0,329000
4,12,60000,0,0,0,150000
63,5,36806,1,1,1,2700000
3,4,11000,1,0,0,950000
2,4,33000,1,0,0,695000
8,9,100000,0,1,0,520000
21,5,15814,1,0,0,340000
18,7,51000,0,1,0,610000
21,3,39000,0,0,0,325000
16,9,116000,1,1,0,400000
7,3,46000,0,1,1,650000
0,4,60000,1,0,0,310000
